序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10009958,大补汤,nan,nan,《千金翼》卷六,产后虚不足，少气乏力，腹中拘急痛；及诸疾痛，内崩伤绝，虚竭里急，腰及小腹痛。,nan,nan,nan,当归3两，干地黄3两，半夏（洗去滑）3两，桂心3两，吴茱萸1升（一本无），人参2两，麦门冬干姜2两，甘草（炙）2两，白芷2两，芍药4两，大枣40枚（擘）。,nan,nan,nan,nan,nan,nan,上(口父)咀。以水1斗，煮取3升，分3服。,nan,nan
10009961,大补汤,nan,nan,《准绳?女科》卷五,产后百日外，面青，浮肿，唇白，气急有汗，乃大虚之证。,nan,nan,nan,当归头、大川芎、大白术、白芍药、白茯苓（多）、人参（多）、黄耆（多）、五味子、熟地黄、干姜（上下）、甘草（少）。,上锉散。,nan,nan,nan,nan,nan,水煎服。服此2帖不退，即加川乌、木香（另磨入服）；有泻，加诃子、肉豆蔻、粟壳。,nan,nan
10009978,大补益当归丸,当归丸、内补当归丸、大效内补丸,nan,《千金》卷四,产后虚羸不足，胸中少气，腹中拘急疼痛，或引腰背痛；或所下过多，血不止，虚竭乏气，昼夜不得眠；及崩中，面目脱色，唇干口燥；亦治男子伤绝，或从高堕下，内有所伤，脏虚吐血，及金疮伤犯皮肉。,nan,nan,nan,当归4两，芎4两，续断4两，干姜4两，阿胶4两，甘草4两，白术3两，吴茱萸3两，附子3两，白芷3两，桂心2两，芍药2两，干地黄10两。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,当归丸（《局方》卷九）、内补当归丸（《直指》卷二十六）、大效内补丸（《得效》卷十五）。,nan,nan
10009980,大补益母丸,大补丸,nan,《履霜集》卷二,调经安胎。主治虚损而经候不调，或因虚损而经闭不行，或因虚损而吐衄崩带，或因虚损而小胎不稳，或因虚损而产后多疾。,nan,nan,nan,益母草8两（用上截），香附2两（7制），嫩黄耆3两（蜜炒），人参2两（去芦），白术3两（土炒），白茯苓2两（蒸透），炙草2两，当归身3两（俱酒洗），白芍2两（酒炒），陈皮2两，熟地3两，砂仁2两（炒）。,nan,nan,nan,nan,nan,nan,为丸服。经不调，龙眼肉、炒枣仁、去心莲子煎汤送下；经闭，炒桃仁，炒红花煎汤送下；下血，生地、炒芩、丹皮煎汤送下；小胎不稳，炒芩、陈皮（去自）、苏梗煎汤送下，俱4、5分为率；产后恶露未净，腹中心硬疼，先用黄酒服救产丸，下净瘀血，继服此丸；若无恶露，多服此九，补虚为主；感寒，加生姜；发热，加童便。,nan,nan
10009985,大补阴阳汤,nan,nan,《会约》卷十五,产后气血两虚，遗尿莫禁。,nan,nan,nan,黄耆3钱（蜜炙），白术1钱半，益智仁1钱半，山药（炒）1钱半，当归（去尾）2钱，熟地2钱，益母草2钱，牡蛎（煅，研粉）3钱，甘草（炙）1钱，白芍（酒炒）1钱，干姜（炒）6分。,nan,nan,nan,nan,nan,nan,生姜、大枣为引。速进2-3剂。或加附子7分，以助药力。,nan,nan
10009986,大补营卫汤,nan,nan,《会约》卷十五,产妇气血虚弱，或胞浆下而不生者。,nan,nan,nan,人参（随便），黄耆（蜜炒）2两，当归（去尾）2两，川芎3-4钱，益母草（用赤花者）1两。,nan,nan,nan,nan,nan,nan,浓煎汤，频频服之。如无参，加附子1钱以助药力。,nan,nan
10009998,大补中当归酒,nan,nan,《千金方》,补虚损。主治产后虚损，小腹疼痛。,nan,nan,nan,"当归40g ,续断40g, 肉桂40g, 川芎40g ,干姜40g ,麦冬40g, 芍药60g ,甘草30g ,白芷30g, 黄芪40g ,大枣20个, 干地黄100g, 吴茱萸100g, 黄酒2000ml。",1.将上述药材捣成粗末，装入白纱布袋内；2.将其放入干净的器皿中，用黄酒浸泡24小时；3.加水1000ml，上火煮至1500ml；4.冷却后，去掉药袋，过滤备用。,nan,nan,nan,nan,nan,每次15～20ml，每日3次，饭前将酒温热服用。,nan,（1）当归、川芎、干地黄、白芍药：补血而调理冲任。黄芪、续断、白芷、麦冬、大枣：健脾益气，补肝益肾。肉桂，吴茱萸、干姜：温通经脉，暖小腹而止疼。
10009999,大补中当归汤,nan,nan,《千金》卷三,产后虚损不足，腹中拘急；或溺血，少腹苦痛；或从高堕下犯内，及金疮血多内伤。,nan,nan,nan,当归3两，续断干姜3两，麦门冬3两，芍药4两，吴茱萸1升，干地黄6两，甘草2两，白芷2两，大枣40枚。,nan,nan,nan,nan,nan,nan,以酒1斗，渍药1宿，明旦以水1斗合煮，取5升，去滓，分5服，日3夜2。如加黄耆2两，益佳。,nan,nan
10010041,大达生散,nan,nan,《杏苑》卷八,难产气弱者；及分娩之际，惊恐连日不下。,nan,nan,nan,紫苏1钱，人参1钱，陈皮1钱，当归1钱，大腹皮1钱，白芍药1钱，川芎1钱，甘草（炙）5分。,nan,nan,nan,nan,nan,nan,上(口父)咀。加生姜5片，葱白2茎，水煎，食前服。,nan,nan
10010048,大地黄丸,nan,nan,《妇人良方》卷十二引《信效方》,血气虚，四肢不举，骨髓热疼。产前后腰腹疼，一切血疼。,nan,nan,nan,熟地黄2两，乌梅肉1两，当归1两。,上为细末，炼蜜为丸，如弹子大。,nan,nan,nan,nan,nan,每服1丸，空心白汤嚼下。,nan,nan
10010080,大豆汤,nan,nan,《千金》卷三,产后卒中风发病，倒闷不知人；及妊娠挟风，在蓐诸疾。,nan,nan,nan,大豆5升（炒令微焦），葛根8两，独活8两，防己6两。,nan,nan,nan,nan,nan,nan,上(口父)咀。以酒1斗2升，煮豆，取8升，去滓；纳药煮取4升，去滓；分6服，日4夜2。,nan,《千金方衍义》：独活祛风，防己逐湿，葛根解肌，不得大豆紫汤，何得司血气之开合。
10010083,大豆汤,nan,nan,《普济方》卷三五O,产后中风，头面手臂通满。,nan,nan,nan,大豆3升（以水6升，煮取1升半，去豆澄清，更煎，取1升），附子3两，白术3两，独沽3两，生姜8两。,nan,nan,nan,nan,nan,nan,上以煮豆水1升，纳药后，添水1斗，煎取5升，入好酒5升合煎，取5升，分5服、日3夜2。与粥间服。,nan,nan
10010087,大豆饮,nan,nan,《圣济总录》卷一六五,产后下痢赤白，久不止，身面虚肿。,nan,nan,nan,大豆（炒）1升，小麦半升，蒲黄半两，吴茱萸（炒）1两。,上为粗末。,nan,nan,nan,nan,nan,每服5钱匕，水1盏半，煎至8分。去滓温服。,nan,nan
10010092,大豆紫汤,紫汤,nan,《医心方》卷三引《范汪方》,去风，消血结。主治中风失音；腰痛拘急；妇人五色带下；产后中风，或产后恶露未尽，感风身痛。妇人产后中风困笃，或背强口噤，或但烦热苦渴，或头身皆重，或身痒，剧者呕逆直视，此皆为风冷湿所为。产后百病及中风痱痉；妊娠伤折，胎死在腹中3日；妇人五色带下。产后恶露未尽，又兼有风，身中急痛。腰卒痛拘急，不得喘息，若醉饱得之欲死者。,nan,nan,nan,大豆1升（熬令焦），好酒2升。,nan,nan,nan,nan,nan,nan,紫汤（《千金翼》卷六）。,nan,nan
10010170,大腹皮汤,nan,nan,《圣济总录》卷一六五,产后热毒气结燥，大便不通，壅滞气闷疼痛，腰重胁胀。,nan,nan,nan,大腹皮5枚（细锉），枳壳（去瓤，麸炒）1两，赤芍药（锉）1两，秦艽（去苗土）半两，羌活（去芦头）半两，天门冬（去心，焙干）3分，生干地黄（焙）1两，甘草（炙）3分，郁李仁（去皮）半两（炒）。,上为粗末。,nan,nan,nan,nan,nan,每服3钱匕，水1盏，煎至7分，去滓温服。得利为度。,nan,nan
10010176,大腹皮汤,nan,nan,《普济方》卷三五五,产后上气，喘急满闷。,nan,nan,nan,大腹皮1两，前胡（去芦）1两，槟榔（煨）1两，百部根1两，陈皮（去白）1两，枳实（麸炒）1两，桑皮1两，杏仁（去皮尖双仁，麸炒）1两，当归1两，人参1两。,上为末。,nan,nan,nan,nan,nan,每服2钱，水1盏，煎7分，去滓温服，不拘时候。,nan,nan
10010189,大腹汤,nan,nan,《圣济总录》卷一六三,产后上气，喘急满闷。,nan,nan,nan,大腹皮（锉，炒）1两，前胡（去芦头）1两，槟榔（煨，锉）1两，百部根（锉）1两，陈橘皮（汤浸，去白，焙）1两，枳实（去瓤，麸炒）1两，桑根白皮（锉，炒）1两，杏仁（汤洗，去皮尖双仁，炒，研如膏）1两，当归（切，焙）1两，人参1两。,上为粗末。,nan,nan,nan,nan,nan,每服2钱匕，水1盏，煎至7分，去滓温服，不拘时候。,nan,nan
10010229,大果蜜汤,nan,nan,《万氏女科》卷三,宿寒内伏，因产后虚寒血凝，上冲心之脉络而心痛者。,nan,nan,nan,生地1钱，当归身1钱，独活1钱，吴茱萸（炒）1钱，白芍（酒炒）1钱，干姜（炒）1钱，炙草1钱，桂心1钱，小草1钱，细辛5分。,nan,nan,nan,nan,nan,nan,水煎，热服。,nan,nan
10010242,大黑神散,nan,nan,《医方类聚》卷二三五引《简易方》,妇人产后众疾。,nan,nan,nan,生地黄（干秤）半两，熟地黄（干燥秤）1两（蒸20遍如黑角色，不可沾水），甘草（炙）1两，当归（酒浸半日，干燥秤）1两1分，肉桂（去皮，不见火）1两1分，干姜（炮）1两1分，白芍药1两，真蒲黄（纸衬，铫内漫火炒）1两，极小黑豆（炒去皮）1两半，附子（炮，6钱重，去皮脐用）2钱。,上为末。,nan,nan,nan,nan,nan,每服2钱，产后1旬内，并以童子小便温调下，胎毙腹中，温酒下。,nan,nan
10010289,大黄甘遂汤,nan,nan,《金匮》卷下,妇人产后，水与血结于血室，少腹满如敦状；及男女膨胀、癃闭、淋毒，小腹满痛者。妇人少腹满如敦状，小便微难而不渴，生后者，此为水与血俱结在血室也。经水不调，男女癃闭，小腹满痛者；淋毒沉滞，梅淋小腹满痛不可忍，尿脓血者。膨胀，瘀血内阻，水气内停，腹大坚满，脉络怒张，胁腹攻痛，大便难，小便涩，口不渴，舌暗苔白者。,nan,nan,nan,大黄4两，甘遂2两，阿胶2两。,nan,nan,nan,nan,nan,nan,以水3升，煮取1升，顿服之。其血当下。,nan,1.《金匮要略心典》：敦，音对。按《周礼》注：盘以盛血，敦以盛食，盖古器也。少腹满如敦状者，言少腹有形高起，如敦之状，与《内经》胁下大如覆杯之文略同。小便难，病不独在血矣；不渴，知非上焦气热不化；生后即产后，产后得此，乃是水血并结，而病属下焦也。故以大黄下血，甘遂逐水，加阿胶者，所以去瘀浊而兼安养也。2.《金匮要略方义》：方中以大黄破血攻瘀；甘遂攻逐水邪。盖产后多虚，易伤阴血，纯用破逐之剂，恐重伤阴血，故佐以阿胶益阴养血，使攻邪而不伤正。
10010290,大黄干漆汤,nan,nan,《千金》卷三,新产后有血，腹中切痛者。,nan,nan,nan,大黄2两，干漆2两，干地黄2两，桂心2两，干姜2两。,nan,nan,nan,nan,nan,nan,以水3升，清酒5升，煮取3升，去滓，温服1升。血当下。若不愈，明旦服1升。满3服，病无不愈。,nan,nan
10010315,大黄煎,nan,nan,《圣惠》卷七十九,产后积聚、血块攻心腹，发即令人闷绝；兼破鬼胎。,nan,nan,nan,川大黄1两（锉碎，微炒），芫花1两（醋拌，炒令干），蓬莪术1两，咸消1两，桃仁1两（汤浸，去皮尖双仁，麸炒微黄），朱粉半分。,上为末。,nan,nan,nan,nan,nan,以醋2升，于铁器中慢火熬令稀稠得所，即下米粉搅匀。每服1茶匙，空心以温酒调下。,nan,nan
10010322,大黄苦酒,nan,nan,《千金翼》卷六,产后子血不尽。,nan,nan,nan,大黄8铢（切）。,nan,nan,nan,nan,nan,nan,以苦酒2升合煮，取1升，适寒温服之。即血下，甚良。,nan,nan
10010327,大黄没药煎,nan,nan,《鸡峰》卷十六,妇人产后，恶物不快，时发寒热，躁烦闷乱狂语，发渴面赤。,nan,nan,nan,没药（别研）1两，大黄1两，当归2两。,nan,nan,nan,nan,nan,nan,上为细末，用米醋2升，入前药末调匀，于银器中慢火熬成稠饧相似，摊冷，入瓷盒盛。每服1弹子许，童子小便1盏化开，同煎至7分，入醋半杓子，重煎5-7沸，温服；未止，半日后再进。,nan,nan
10010352,大黄散,大黄汤,nan,《圣济总录》卷一二八,乳痈大坚硬，赤紫色，衣不得近，痛不可忍；产后乳结核，肿痛发热烦闷。,nan,nan,nan,大黄（锉，炒）1两，芍药（锉，炒）1两，楝实1两，马蹄（炙令黄焦）1两。,上为散。,nan,nan,nan,nan,nan,大黄汤（《圣济总录》卷一六六）。,nan,nan
10010427,大活血丹,nan,nan,《理伤续断方》,扑损伤折，骨碎筋伤，疼痛浮肿，腹有瘀血，灌注四肢，烦满不安，痈疽发背，筋肉坏烂；诸般风疾，左瘫右痪，手足顽麻；妇人血气诸疾，产后败血不行，流入四肢，头面浮肿，血气疼痛，浑身疼痹，经脉湛浊，风痨发动，百节酸疼。,nan,nan,nan,天南星1斤（姜汁浸1宿，焙），芍药1斤（赤、白者皆可）。骨碎补1斤（焙，石上生者佳），黑豆1斤（酒煮，焙干），大栗间1斤（老者，去皮，焙），川乌1斤（炮），自然铜（火煅，酸醋淬存性）半斤，血竭6两（别研），细辛（去苗叶）10两，白芷1斤，木鳖（去壳，细切，麸炒）半斤，川牛膝（去芦，酒浸，焙）1斤，没药4两（别研，如无，降真香为末代），乳香半斤（别研，如无，以3倍枫香代之），青桑炭10斤（青桑木取如臂大者，去皮叶，炭火煅令赤烟起，用酸醋杀为炭）。,上桑、栗、豆、补、星、药6味为末，和余药研为细末，用米醋煮糯糊拌入臼捣千杵，方聚众人急下手丸，下手稍缓则拆，阴干半月，然后用火焙或晒1日，大丸重6文，湿中丸重3文，湿干则以漆抹在手上，取2-3丸挪漆为衣。,nan,nan,nan,nan,nan,每服半丸，无灰酒磨化，微煎3-5沸，温服，不拘时候；损在上，食后服；损在下，空心服。,nan,nan
10010465,大济阴汤,nan,nan,《陈素庵妇科补解》卷五,补阴敛阳。主治产后去血多，阴虚而孤阳上越，身无汗，但头有汗，至颈而还。,nan,nan,nan,当归1钱5分，白芍1钱5分，川芎8钱，生地2钱，熟地2钱，丹参1钱5分，丹皮1钱5分，麦冬1钱5分，黄耆1钱，人参8分，防风5分，五味子5分，蔓荆子8分，小麦1撮。,nan,nan,nan,nan,nan,nan,nan,nan,是方四物加丹皮、丹参、麦冬峻补其阴，人参、五味、麦冬以敛心火，缘汗乃心之液也；防风、黄耆、小麦以敛汗，头汗虽喜其抑阳以济阴，然既为孤阳，亦不可过汗，致阳虚也。
10010486,大胶艾汤,nan,nan,《备急千金要方》卷二十五,主治妇人产后血崩，下血过多，虚喘欲死，腹中激痛，下血不止；跌打损伤，内伤五脏，微者唾血，甚者吐血。,nan,nan,nan,"阿胶6克,干地黄,芍药各9克,艾叶,甘草,当归干姜3克。",上八味，哎咀。,nan,nan,nan,nan,nan,用水800毫升，煮取300毫升，去滓，纳胶令烊，分二次服。体虚者，分三次服。,nan,nan
10010493,大金丹,nan,nan,《慈幼新书》卷首,产后血晕、血崩、风痉，气血不调，小产胎坠，诸虚百损。,nan,nan,nan,当归（酒洗净，晒干，切片）2两，白茯苓（乳拌，晒）2两，白术（黄土裹，饭上煮7次，去土，切片）2两，延胡索（酒煮透，晒于）2两，蕲艾（去梗，淘净灰尘，醋煮）2两，川芎2两，川藁本（去土，洗净，晒干）2两，丹皮（水洗净，晒）2两，赤石脂（煅）2两，茵陈（童便煮）2两，鳖甲（醋炙酥）2两，黄芩（酒炒）2两，白芷2两，人参（切片，饭上蒸）4两，大地黄（酒煮烂）4两，益母草（取上半截，熬膏）4两，香附（醋、乳、酒、童便、盐水、泔水六制）4两，桂心1两2钱，大粉草（酒洗，炒）1两2钱，没药（透明者，去油）1两2钱，,先将紫河车1具，盛竹篮内，放长流水中，浸半日，去其秽恶；用黄柏4两，入煨罐内，将河车放入黄柏上，酒浸，炭火煨烂，取起，合各药同捣晒干，磨极细如飞面，复合益母草膏，地黄、阿胶和匀，捣20杵，如10渐加炼蜜，为丸如弹子大，每重3钱5分。,nan,nan,nan,nan,nan,nan,nan,nan
10010507,大荆芥散,nan,nan,《陈素庵妇科补解》卷一,妇人经正行，因天暑畏热，浴时受风，风从胞门而入，与产后受风无异，头面四肢发肿，项强颈急，脊背痛，身体壮热，状类伤寒。,nan,nan,nan,荆芥（炒黑）3钱，黑小豆（炒，研）半升，当归（姜汁拌炒）3钱，红花1钱，乌药1钱，泽兰1钱。,nan,nan,nan,nan,nan,nan,水2碗，酒小半盏同煎，空心服。,nan,荆芥、黑豆炒黑治产后中风，为上品之药；经行受风用之，再加当归、红花行血，乌药行气，泽兰辛香散血中伏风，膈上结气，故用以为佐。
10010554,大龙丹,nan,nan,《鸡峰》卷十六引常器之方,产后血刺、血晕、血迷，败血上冲，不省人事，儿枕痛，小腹硬痛，一切疼痛不可忍者。,nan,nan,nan,百草霜不拘多少（罗过，更研极细）。,上为细末，用头醋作面糊为丸，如弹子大，朱砂为衣。,nan,nan,nan,nan,nan,每服1丸，火烧焰出，入醋内蘸过，再烧再蘸，用半盏，候醋尽，细研；以酒半盏，童便半盏调下。初1服，减腹内疼痛；2服，败血自下，神体和畅；3服，永破诸疾。,nan,nan
10010571,大麻仁散,nan,nan,《圣惠》卷七十九,产后小便淋涩疼痛。,nan,nan,nan,大麻仁1两，榆白皮1两（锉），葵子1两，瞿麦半两，甘草1分（炙微赤，锉）。,上为散。,nan,nan,nan,nan,nan,每服3钱，以水1中盏，煎至6分，去滓温服，1日3-4次。,nan,nan
10010583,大麻仁粥,nan,nan,《食疗本草》,润肠通淋，活血通脉。适用于产后血虚便秘、小便不通利、关节凝涩等。,nan,nan,nan,"大麻仁10克,粳米50克。",先将大麻仁捣烂水研，滤汁，与粳米煮作粥。,nan,nan,nan,nan,nan,任意食用。,nan,nan
10010599,大麦芽散,nan,nan,《医学从众录》卷八,产后腹胀闭结，膨闷气结，坐卧不安。,nan,nan,nan,大麦芽（炒）1合。,上为末。,nan,nan,nan,nan,nan,每服3钱，陈酒调下。,nan,nan
10010645,大秦艽汤,nan,nan,《陈素庵妇科补解》卷五,大补气血，祛风解表。主治产后角弓反张，两手足强硬而反向背，口噤，汗出如水，口吐沫。,nan,nan,nan,秦艽1钱5分，黄耆2钱，肉桂3分，当归1钱5分，白术1钱，人参1钱，熟地2钱，川芎8分，桑寄生1钱5分，川断1钱5分，白芍1钱，浮小麦（炒）3合（煎汤代水）。,nan,nan,nan,nan,nan,nan,nan,nan,是方以参、耆祛风固表为君；以参、术、归，地补气血为臣；芎、断、寄生，佐秦艽祛经络之风，白芍佐黄耆敛亡阳之汗，浮麦、肉桂为使；一以入心止汗，一以温经，壮参、耆、归、熟之力也。
10010705,大全牛膝散,nan,nan,《赤水玄珠》卷十二,产后遍身青肿疼痛，及众疾。,nan,nan,nan,牛膝、大麦芽。,上为细末，以新瓦罐子中填1层麦芽，1层牛膝，如此填满，用盐泥固济，火煅赤，放冷，研末。,nan,nan,nan,nan,nan,每服2钱，热酒调下。,nan,nan
10010750,大圣散,nan,nan,《宋?太平惠民和剂局方》,治妇人血海虚冷，久无子息，及产后败血冲心，中风口噤，子死腹中，擘开口灌药，须臾生下，便得无恙。治堕胎，腹中攻刺疼痛，横生逆产；胎衣不下，血运、血癖、血滞、血崩，血入四肢，应血脏有患，及诸种风气，或伤寒吐逆咳嗽，寒热往来，遍身生疮，头痛恶心，经脉不调，赤白带下，乳生恶气，胎脏虚冷，数曾堕胎，崩中不定，因此成疾，及室女经脉不通，并宜服之。常服暖子宫，和血气，悦颜色，退风冷，消除万病。兼疗丈夫五劳七伤，虚损等病。,nan,nan,nan,泽兰（叶）、石膏（研），各二两；卷柏（去根）、白茯苓（去皮）、防风（去芦）、厚朴（去粗皮.姜汁炙）、细辛（去苗）、柏子仁（微炒）、桔梗、吴茱萸（汤洗七次.焙.炒），各一两；五味子（捡净）、人参（去苗）、干姜（炮）、川椒（去目.闭口者.微炒出汗）、白芷、白术、黄蓍（去苗）、川乌（炮.去皮.脐）、丹参，各三分；芜荑（微炒赤）、甘草（炙）、川芎、芍药、当归，各一两三分；白薇、阿胶（碎炒燥），各半两；肉桂一两一分，生干地黄一两半。,上为细末。,nan,nan,nan,nan,nan,每服二钱，空心，临卧，热酒调下。若急疾有患，不拘时候，日三服。,nan,nan
10010760,大圣散,泽兰散、大圣泽兰散,nan,《博济》卷四,常服暖子宫，和血气，悦颜色，退风冷，消除万病。主治妇人子脏虚冷，频频堕胎；或子死腹中，疼痛；产后血晕、血癖、血滞、血崩，胎衣不下；伤寒呕吐，遍身生疮，经候不调，赤白带下，咳嗽寒热。丈夫五劳七伤。,nan,nan,nan,兰9分（使嫩者，不用根），白术3分（米泔浸，切作片子，以麸炒令黄），白芷3分（湿纸裹，煨过），人参3分，川椒1两（只取3分红皮用），厚朴1两（去皮，姜汁炙），藁本2分，桔梗1两，白芜荑7分（拣择，只用仁子），阿胶半两（研，炒令虚，别杵），细辛1两，丹参3分，肉桂5分（去皮，不见火），生干地黄1两半，吴茱萸4分（洗，炒），黄耆3分，川乌头3分（炮，去皮脐），卷柏4分（不用根），白茯苓1两，甘草7分（炙），石膏2两（研细，水飞过），五味子3分，柏子仁1两（生用），防风1两，当归7分，芍药7分，川芎7分（微炒）,上为末。,nan,nan,nan,nan,nan,泽兰散（《苏沈良方》卷十）、大圣泽兰散（《永类钤方》卷十九）。,nan,nan
10010772,大圣泽兰散,nan,nan,《医略六书》卷三十,产后狂病，脉洪数软涩者。,nan,nan,nan,泽兰3两，生地5两，白芍两半（炒），当归3两，石膏3两，人参两半，甘草6钱，白薇两半，川芎8钱，柏子仁3两，茯苓两半，白术两半（炒）。,上为散。,nan,nan,nan,nan,nan,砂糖灰汤煎3钱，去滓温服。,nan,产后气血大虚，阳明伏热而上扰心包，故神明失指，狂叛无知焉。今以四君补气，四物补血，石膏泻火清热，白薇抑阳扶阴，泽兰通利血脉，柏仁安定心神。为散，砂糖灰汤下，使血气安定，则伏热自解，而瘀去新生，心神得养，何有狂叛之患哉。
10010805,大蒜汤,nan,nan,《圣济总录》卷一六二,产后中风，角弓反张，口不能言。,nan,nan,nan,大蒜。,nan,nan,nan,nan,nan,nan,上1味，每取2瓣拍碎，水1盏半，煎至7分，去滓灌之。,nan,nan
10010819,大调经散,nan,nan,《三因》卷十七,产后血虚，恶露未消，气血未平，气为败浊凝滞，荣卫不调，阴阳相乘，憎寒发热，或自汁，或肿满。产后肿满，喘急烦渴，小便不利，乍寒乍热。,nan,nan,nan,大豆（炒，去皮）1两半，茯神1两，真琥珀1钱。,上为末。,nan,nan,nan,nan,nan,浓煎乌豆、紫苏汤调下。,nan,《济阴纲目》：此方重在恶露未消，而茯神之用，所以和阴阳也。有谓此方如神者，功在琥珀、大豆汤饮间也。
10010820,大调经汤,nan,nan,《陈素庵妇科补解》卷五,产后1-2年，血虚，月水不至，夜热肌热，面黄食减，恐成血枯经闭。,nan,nan,nan,香附（6制泔浸，姜汁炒、醋炒，童便浸，焙燥，红花汁煮，细磨为末）、当归（姜汁拌炒）、川芎、白术、秦艽、川断、远志、红花、白芍（酒炒）、丹皮、丹参、熟地（酒煮）、延胡、乌药。,nan,nan,nan,nan,nan,nan,有夜热肌热症者，加柴胡、泽兰，去延胡索。,nan,产后1-2年后，子己长大不吮乳，而月水不至，非血虚而何？或阴火燥血而经枯，或脾气郁结而经阻，或外邪伤冲任二经，必调经以开郁，补阴以生血，则月水自通。是方四物、远志、川断、白术以滋阴补血，红花、玄胡，丹皮、丹参以行血祛滞，香附、乌药顺气，秦艽以祛荣经之风。经调则百病除矣。至以或前或后，或来或止，或经行腹痛，或经尽发热，即为月水不调，亦宜此方作丸久服。
10010840,大通真丸,nan,nan,《圣惠》卷七十,妇人血风劳气，经络不调，腹内时痛，面色萎黄，四肢羸弱，心神昏闷，不欲饮食，及产后余疾。,nan,nan,nan,蚕纸10张（烧灰），防风1两（去芦头），白芍药3分，桔梗1两（去芦头），石膏1两（细研，水飞过），白芷3分，当归1两（锉碎，微炒），干姜半两（炮裂，锉），附子藁本半两，泽兰1两，白芜荑半两，川椒1两（去目及闭口者，微炒出汗），食茱萸3分，柏子仁1两（微炒），白薇半两，白术半两，苍术半两（锉碎，微炒），蝉壳半两（微炒），人参1两（去芦头），甘草半两（炙微赤，锉），厚朴3分（去粗皮，涂生姜汁，炙令香熟）。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服2丸，食前以温酒调下。,nan,nan
10010841,大通真圆,nan,nan,《宋?太平惠民和剂局方》,治气血劳伤，荣卫不足，寒客经络，侵伤腑脏，月水不调，脐腹疼痛，容颜萎瘁，肌体瘦弱，胁肋虚胀，头目眩重，心忪短气，食减嗜卧，及因产劳伤，虚羸不复，风冷邪气乘虚客搏，腹胁时痛，肢体疼倦，乍起乍卧，渐成劳损，并宜服之。产后百日内，每日常服，能除宿血，养新血，益气补虚，调和冲任，不生诸疾。,nan,nan,nan,苍术（米泔浸一宿.微炒）、蝉壳（去嘴.脚.微炒）、甘草（微炙赤）、白芜荑（微炒）、白术、白薇干姜（炮），各半两；蚕纸（烧灰）二两半，人参（去苗）、川椒（去目闭口者.微炒出汗）、防风（去苗.叉）、石膏（研飞）、当归（去芦.微炒）、附子（炮.去皮.脐）、泽兰（叶）、桔梗（去苗）、柏子仁（微炒.别研），各一两；白芷、白芍药、食茱萸、厚朴（去粗皮.姜汁炙），各三分。,上件捣，罗为末，炼蜜为圆，每一两二钱分十圆。,nan,nan,nan,nan,nan,每服一圆，食前，当归酒研下。,nan,nan
10010866,大乌金丸,nan,nan,《丹溪心法附余》卷二十,妇人思虑过度，变生多疾，孕育不成，崩中带下，五心烦热，口苦咽干，饮食无味，身疼羸瘦，面目萎黄，手足酸软，经水不匀，肚腹胀痛，鬓发黄落，喜卧倦起；产后恶血上行，心腹刺痛，败血不止，及子宫一切恶疾。,nan,nan,nan,大艾叶2两，当归（醋炒）2两，破故纸（炒）2两，茴香（炒）2两，熟地黄（醋炒）2两，南木香（不见火）2两，吴茱萸2两，三棱2两，莪术2两，川芎（醋炒）3两，芍药（醋炒）3两，香附子6两，延胡索1两，紫荆皮（醋炒）4两。,上先将艾、香附子用米醋1升，浸1日1夜，冬月3昼夜，煮干炒令黑色，入后12味，同为末，米醋煮糯米糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服70-80丸，空心盐汤、盐酒任下，1日2次。如崩中下血不止，加棕灰1两，棉灰5钱，蒲黄（炒）1两，百草霜7钱。,nan,nan
10010867,大乌金丸,大乌金散丸,nan,《朱氏集验方》卷十,妇人心腹刺痛，身体疼痛，产前恶心，产后恶露不下，疼痛不已。,nan,nan,nan,当归1两，熟地黄1两，白芍药1两，川芎1两，附子1两，肉桂1两，沉香1两，延胡索半两，粉草半两，香附子半两，乳香半两，缩砂仁半两，败姜半两，白芷半两，蒲黄半两，姜黄半两，槟榔半两，白茯苓2两，丁香2两，白术2两，没药2钱，人参2钱。,上为细末，酒糊为丸，如弹子大，百草霜为衣。,nan,nan,nan,nan,nan,大乌金散丸（《普济方》卷三三五）。如经行盛，则去白芷、延胡索。,nan,nan
