序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10000609,清肝止淋汤,清肝止淋汤,经典,《傅青主女科》（清?傅山）,妇人血虚火旺，带下色红，似血非血，淋沥不断,养血清肝,祛湿方,清热祛湿,醋白芍  酒当归  酒地黄  阿胶珠   牡丹皮  黄柏  牛膝  茯苓  黑豆,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000610,二妙丸,二妙丸,经典,《丹溪心法》,用于湿热下注，足膝红肿热痛，下肢丹毒，白带，阴囊湿痒,燥湿清热,祛湿方,清热祛湿,炒苍术  盐黄柏,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000611,三妙丸,三妙丸,经典,《医学正传》,湿热下注引起的湿热痹证、湿疹痒痛、脚气肿痛、湿热带下等,燥湿清热，消肿止痛,祛湿方,清热祛湿,盐黄柏  炒苍术  牛膝,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000618,止带方,止带方,经典,《世补斋不谢方》,湿热下注之黄带,清热利湿止带,祛湿方,清热祛湿,猪苓  茯苓  盐车前子  泽泻  茵陈  赤芍  牡丹皮  黄柏  栀子  牛膝,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000665,苍附导痰丸,苍附导痰丸,经典,《叶天士女科诊治秘方》,形盛多痰，气虚，至数月而经始行；形肥痰盛经闭；肥人气虚生痰多下白带,燥湿化痰，行滞调经,祛痰方,燥湿化痰,茯苓  姜半夏  陈皮  甘草  麸炒苍术  醋香附  制天南星  麸炒枳壳  生姜   麸炒神曲,nan,nan,nan,nan,nan,nan,nan,nan,nan
10000744,清心莲子饮,nan,经典,《太平惠民和剂局方》卷五,清心利湿，益气养阴。治心火妄动，气阴两虚，湿热下注，遗精白浊，妇人带下赤白；肺肾亏虚，心火刑金，口舌干燥，渐成消渴，睡卧不安，四肢倦怠，病后气不收敛，阳浮于外，五心烦热。,nan,nan,nan,黄芩 麦门冬（去心）地骨皮 车前子 炙甘草各15克 石莲肉<去心）白茯苓 黄耆（蜜炙）人参各23克,上药锉散。,nan,nan,nan,nan,nan,nan,nan,nan
10001038,阿胶散,nan,nan,《施圆端效方》引李子良方（见《医方类聚》卷二一O）,妇人血崩不止，赤白带下。,nan,nan,nan,阿胶（炒燥）半两，白龙骨半两，赤石脂半两，干姜（炮）半两。,上为细末。,nan,nan,nan,nan,nan,每服2钱，热酒调下；崩漏，艾汤下。,nan,nan
10001137,艾附暖宫丸,nan,nan,《仁斋直指附遗》卷二十六,温经暖官，养血安胎。妇人子宫虚冷，带下白浊，面色萎黄，四肢疼痛，倦怠无力，饮食减少，月经不调，血无颜色，肚腹时痛，久无子息。（不孕）,nan,nan,nan,艾叶（大叶者，去枝、梗）90克香附子（去毛）180克（俱要合时采者，用醋1升，以石罐煮一昼夜，捣烂为饼，慢火焙干）吴茱萸（去枝、梗）大川芎（雀脑者）白芍药（酒炒）黄耆（取黄色、白色软者）各60克当归（酒洗）90克续断（去芦）45克生地黄30克（酒洗，焙干）官桂1.5克,共为细末，米醋打糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50～70丸，空腹时用淡醋汤送下。,nan,nan
10001138,艾附暖宫丸,nan,nan,《直指附遗》卷二十六页,温暖子宫，调经止痛。主妇人子宫虚冷，带下白淫，面色萎黄，四肢酸痛，倦怠无力，饮食减少，经脉不调，血无颜色，肚腹时痛，久无子息。,nan,nan,nan,艾叶（大叶者，去枝梗）3两，香附（去毛）6两（俱要合时采者，用醋5升，以瓦罐煮1昼夜，捣烂为饼，慢火焙干），吴茱萸（去枝梗）2两，大川芎（雀胎者）2两，白芍药（用酒炒）2两，黄耆（取黄色、白色软者）2两，川椒（酒洗）3两，续断（去芦）1两5钱，生地黄（生用）1两（酒洗，焙干），官桂5钱。,上为细末，上好米醋打糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50-70丸，食前淡醋汤送下。,nan,nan
10001139,艾附暖宫丸,nan,nan,《回春》卷六,妇人子宫虚寒，经水不调，小腹时痛，赤白带下。,nan,nan,nan,南香附米1斤（4两醋浸，4两汤浸，4两童便浸，4两酒浸，各浸1宿，焙干），北艾叶（焙干，捣烂，去灰，醋浸，炒）4两，当归1两，川芎1两，白芍（酒炒）1两，熟地黄（姜汁炒）1两，玄胡索子（炒）2两，甘草（生用）8钱。,nan,nan,nan,nan,nan,nan,每服70-80丸，空心米汤送下；酒亦可。,nan,nan
10001140,艾附暖宫丸,nan,nan,《女科切要》卷二,血癖；子宫虚寒，经水不调，小腹时痛，赤白带下。,nan,nan,nan,艾叶、香附（四制）、玄胡、熟地、甘草。,上为末，醋糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服80丸，米汤送下。,nan,nan
10001141,艾附女珍丸,nan,nan,《简明医彀》卷七,妇人气盛血衰，经期不准，或前或后，紫多淡少，赤白带下，崩漏淋沥，面黄肌瘦，四肢无力，倦怠嗜卧，精神短少，目暗耳鸣，头眩懒言，五心烦热，咽干口燥，夜寐不安者。,nan,nan,nan,香附5两（分4份：1童便，1米醋，1人乳，1盐酒浸），蕲艾（醋煮）2两，当归2两，川芎1两半，白芍1两半，熟地黄（酒蒸）1两半，黄芩1两半，阿胶（酒蒸）1两，臭椿根皮1两。,上为末，捣地黄、阿胶和匀，加醋糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服100丸，空心米汤送下。,nan,nan
10001163,艾煎丸,nan,nan,《鸡峰》卷十六,常服补血脏，解劳倦，止疼痛，消胀满，厚肌肉。主冲任久虚，血海冷惫，脐腹疼痛，月候不匀，四肢怠堕，百节酸疼，饮食进退，下脏虚鸣，及妊娠不牢，赤白带下，面色萎黄，口淡无味，胸膈满闷。,nan,nan,nan,艾青5两，干姜2两，附子1两。,上为细末，醋煮面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸，空心醋汤送下。,nan,nan
10001169,艾煎丸,nan,nan,《百一》卷十八,妇人一切虚寒，胎前产后赤白带下，或成血瘕。,nan,nan,nan,伏道艾（揉去尘土，择净枝梗，取叶）5两（先用大肥淮枣12两，砂瓶内水煮烂，去核，同艾叶1处捣烂如泥，捻成薄饼子，猛火焙干，乘热急碾为末），大汉椒（去目、枝梗并合口者，取净）5两（以阿胶2两，米醋3升，同椒于砂瓶内煮极干，取出焙燥，碾为细末），当归（去芦及须，酒洗）1两，白芍药（真白者）1两，熟干地黄（净洗，漉去浮者，晒干，酒浸蒸晒，再入酒浸蒸5-7次，如糖，煎香美方可用）1两，川芎1两，白薇1两，附子（大者，炮，去皮脐）1两，卷柏（取青叶）1两，泽兰（去枝梗，取叶，上8味各焙干）1两。,上8味同为细末，与前艾叶、椒末拌匀，米醋面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50-70丸至100丸、200丸、空心、食前艾醋汤送下。,nan,nan
10001170,艾煎丸,艾附丸,nan,《普济方》卷三二三引《兰室秘藏》,妇人血虚气滞，月经不调，血气刺痛，腹胁胀满，头晕恶心，经闭、痛经，崩漏带下，便血症瘕；妇人诸虚。,nan,nan,nan,北艾叶2两，大当归2两，香附子4两。,上醋煮半日，焙干为末，再用醋煮糊为丸。,nan,nan,nan,nan,nan,艾附丸（《医方大成》卷九引《澹寮》）。,nan,nan
10001178,艾硫丸,nan,nan,《杨氏家藏方》卷九,去邪养正，补真益脾。主髓冷血虚，腰疼脚弱，及伤冷心腹疼痛，霍乱吐利，自汗气急，下元久虚，小便频数；妇人冲任不足，月水衍期，腹胁刺痛，崩漏带下，全不思饮食；兼治伤寒阴证，手足厥冷，脉微自汗。,nan,nan,nan,熟艾10两（用糯米1升煎成粥，浇在艾上，用手拌令匀，于日中晒干），附子（炮，去皮脐）2两，生硫黄（别研极细）2两，干姜10两（炮）。,上为细末，面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服30丸或50丸，食前温米饮送下。,nan,nan
10001190,艾叶煎丸,nan,nan,《圣济总录》卷九十页首,冷劳，心腹疼痛，或时泄痢；兼治妇人下经冷，带下。,nan,nan,nan,艾叶（炒）4两，当归（切，焙）1两，干姜（炮）1两。,右为末，用米醋3升，入药末一半，熬成煎，后入余药末相和为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服30丸，空心、食前温粥饮送下。,nan,nan
10001191,艾叶煎丸,nan,nan,《圣惠》卷二十八,冷劳，脐腹疼痛，或时泄痢；兼治妇人劳后带下。,nan,nan,nan,艾叶4两（微炒），白头翁1两。,上为末，用米醋3升，先熬药末一半成膏，后入余药末相和为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服30丸，食前以粥饮送下。,nan,nan
10001227,艾茱丸,nan,nan,《普济方》卷三三一,妇人子宫久冷，赤白带下。,nan,nan,nan,艾叶1斤，苍术4两，香附子4两，吴茱萸4两，橘皮4两。,上用米醋5升，慢火煮至醋干为度，晒干为细末，醋糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服70丸，空心、食前淡醋汤送下。,nan,nan
10001274,安经丸,nan,nan,《魏氏家藏方》卷十,妇人赤白带下。,nan,nan,nan,香附子2两（去毛，生），牡蛎（煅）2两，木香半两（生，不见火），木通（生）半两，石燕丁香1钱（不见火）。,上为细末，汤浸蒸饼为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸，以温酒盐汤送下。,nan,nan
10001279,安坤赞育丸,nan,nan,《北京市中药成方选集》,益气调经。主妇女气虚血亏，经血不准，崩漏带下，腹痛腰酸，骨蒸潮热，面色痿黄。,nan,nan,nan,桑寄生16两，青毛鹿茸（去毛）96两，乳香24两，血余8两，艾炭32两，紫河车80具（每具约1两5钱），蚕绵炭8两，大熟地64两，杜仲32两，茯苓32两，桂圆肉40两，鸡血藤16两，香附384两，山茱萸32两，鹿角胶24两，锁阳32两，鳖甲（炙）32两，酸枣仁（生炒各半）64两，白薇32两，琥珀16两，元胡（醋炙）32两，白芍64两，甘草16两，鸡冠花24两，枸杞子24两，没药（炙）48两，人参（去芦）8两，乌药12两，牛膝56两，补骨脂（盐炒）44两，当归64两，黄柏32两，阿胶96两，天冬46两，藏,上为极细末，每细末320两兑益母膏汁64两，再兑炼蜜为大丸，重4钱，蜡皮封固。,nan,nan,nan,nan,nan,每服1丸，日3次，温开水送下。,nan,nan
10001280,安坤赞育丸,nan,nan,《全国中药成药处方集》（济南方）,妇女月经不凋，崩漏带下，腰酸腹痛，面色萎黄。,nan,nan,nan,桑寄生8两，乳香8两，蕲艾8两，熟地8两，杜仲8两，制香附8两，山茱萸8两，鳖甲8两，没药8两，琥珀8两，白芍8两，乌药8两，当归8两，红花8两，龟版8两，泽泻8两，砂仁8两，柴胡8两，广陈皮8两，远志8两，酸枣仁8两，木香2两，川芎4两，沉香4两，青毛鹿茸4两。,上为细末，炼蜜为丸，重3钱，蜡皮封固。,nan,nan,nan,nan,nan,每服1丸，白开水送下。,nan,nan
10001418,安胎膏,nan,nan,《理瀹》,保胎。主妇人胎前诸症。凡感受风寒暑湿，或妊娠之初，头目昏晕，肢体沉重，憎闻食气，好食酸咸，恶心呕吐，或心烦躁闷，或咳嗽，或痢，或泻，或寒热往来；或胎中有水，面目身体脚膝肿胀，足指出水；或痰迷发搐；或胎气不和，逆上痛胀；或胎气壅塞，小便淋痛；或肾虚腰痛，或带下腰酸；或胎漏，或胎动下血；热病护胎；孕妇转脬；或小便不通，大便不通，一切闪挫。,nan,nan,nan,老母鸡1只（缉死，勿经水，拔尽毛，竹刀破击肠杂，入粳米、糯米半碗，银针穿线缝好，麻油4斤熬听用），生地4两，川芎（酒洗）2两，当归（酒洗）2两，杜仲（炒）2两，续断（炒）2两，白术2两，黄芩2两，制香附2两，淮山药2两，党参1两，黄耆1两，熟地1两，酒白芍1两，麦冬1两，山药1两，苍术1两，陈皮1两，枳壳1两，半夏（姜汁炒透则不碍胎）1两，羌活1两，防风1两，白芷1两，柴胡（炒）1两，苏子（或梗）1两，藿香1两，黑山栀1两，泽泻1两，甘草（生炙各半）1两，砂仁1两，南薄荷5钱，北细辛5钱，葱白1-2斤，益,麻油8斤熬药，并前油炒丹收，入牛胶4两（酒蒸化，如清阳膏下法）、黄蜡2两（搅），加槐、柳、??各4两，元参、黄连、黄柏、贝母、花粉、乌药、醋延胡、醋灵脂、丹皮、黑地榆各1两，黑蚕砂2两，木香、紫石英、赤石脂各5钱。,nan,nan,nan,nan,nan,本方保为主，治症次之，治以上诸症，宜辨证配合内服药物。,nan,nan
10001526,安息活血丹,nan,nan,《宋?太平惠民和剂局方》,治冲任不足，下焦久寒，月事不匀，或来多不断，或过期不来，或崩中去血，或带下不止，面色痿黄，肌肉瘦瘁，肢体沉重，胸胁胀满，气力衰乏，饮食减少，一切血气虚寒，并宜服之。,nan,nan,nan,吴茱萸（汤浸七遍.焙干.微炒）、安息香（捣碎.入好酒研.澄去渣.银器内慢火熬成膏）、柏子仁（炒）、山茱萸（去核）、延胡索桃仁（去皮.尖.麸炒微黄色）、虎杖、当归、杜仲（去粗皮.炒）、附子（炮.去皮.脐）、木香，各二十两；泽兰（叶）、干姜（炮）、肉桂（去粗皮）、艾叶（微炒）、黄蓍（去芦）、牡丹皮，各二斤半；肉苁蓉（酒浸.焙）、厚朴（去粗皮.姜汁炙令熟），各五斤。,上为细末，以前安息香膏，入白面同煮作糊和圆，如梧桐子大。,nan,nan,nan,nan,nan,每服三十圆，食前以温酒下，醋汤亦得。,nan,nan
10001701,八君子汤,nan,nan,《陈囊庵妇科补解》卷一,脾胃湿痰内盛，时时带下，经行而带症益盛者。,nan,nan,nan,人参白茯苓白术各3克炙草1.5克半夏3克广皮2.4克苍术2.4克当归7.5克。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10001711,八妙丸,nan,nan,《古今医鉴》卷十一,经脉不调，湿气白带，腹痛胃弱。,nan,nan,nan,香附（便制）2两，丹皮2两，川芎（酒炒）2两，延胡索（炒）2两，归身（酒洗）2两，生地（姜汁炒）2两，白茯苓2两，赤芍药（酒炒）1两半。,上为细末，酒糊为丸，如绿豆大。,nan,nan,nan,nan,nan,每50丸，空心滚水送下；腹痛，酒送下70丸。,nan,nan
10001733,八味带下方,nan,nan,《汉药神效方》,妇人头疮，起因于带下者。,nan,nan,nan,奇良（即土茯苓）、当归、川芎、茯苓、橘皮、金银花、通草、大黄。,nan,nan,nan,nan,nan,nan,水煎，温服。兼用坐药。,nan,nan
10001781,八味丸,nan,nan,《寿亲养老新书》卷四,温补肝肾，暖丹田，聪耳目，老人常服益寿延年。积年冷病，及遗精，白浊，妇人赤白带下。,nan,nan,nan,川巴戟45克（酒没，去心，用荔枝肉30克，同炒赤色，去荔枝肉不要）高良姜30克（锉碎，用麦门冬45克，去心，同炒赤色为度，去门冬）川楝子60克（去核，用降真香30克，锉碎同炒，油出为度，去降真香）吴茱萸45克（去梗，用青盐30克，同炒后，茱萸炮，同用）胡芦巴30克（用全蝎14个，同炒后，胡芦巴炮，去全蝎不用）山药45克（用熟地黄同炒焦色，去地黄不用）茯苓30克（用川椒30克，同炒赤色，去椒不用）香附子45克（去毛，用牡丹皮30克，同炒焦色，去牡丹皮不用）。,上药研为细末，盐煮面糊为丸。如梧桐子大。,nan,nan,nan,nan,nan,每服40～50丸，空腹时用盐汤或温酒送下。,nan,nan
10001782,八味丸,nan,nan,《寿亲养老》卷四,老人常服延寿延年，温平补肝肾，清上实下，分清浊二气，补暖丹田。主治积年冷病，累岁沉疴，遗精白浊，赤白带下。,nan,nan,nan,川巴戟1两半（酒浸，去心，用荔枝肉1两，同炒赤色，去荔枝肉不要），高良姜1两（锉碎，用麦门冬1两半，去心，同炒赤色为度，去门冬），川楝子2两（去核，用降真香1两，锉碎同炒，油出为度，去降真香），吴茱萸1两半（去梗，用青盐1两，同炒后，茱萸炮，同用），胡芦巴1两（用全蝎14个，同炒后，胡芦巴炮，去全蝎不用），山药1两半（用熟地黄同炒焦色，去地黄不用），茯苓1两（用川椒1两，同炒赤色，去椒不用），香附子1两半（去毛，用牡丹皮1两，同炒焦色，去牡丹皮不用）。,上为细末，盐煮，面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服40-50丸，空心、食前盐汤送下；温酒亦得。,nan,nan
10001812,八物温经汤,nan,nan,《女科旨要》卷一,妇人二十一二，经脉不调，赤白带下，或如梅汁，或片，或二三月不行，潮热，咳嗽，饮食不思，四肢困倦。,nan,nan,nan,当归2钱，香附2钱，鹿茸（醋炙，如热少用）2钱，川芎2钱，熟地2钱，白术2钱，山萸2钱，小茴2钱，甘草1钱。,nan,nan,nan,nan,nan,nan,分4帖。加生姜3片，水煎，空心服。盗汗，加枣仁、黄耆各2钱；嗽，加杏仁，五味子各2钱；潮热，加黄芩、柴胡各2钱。,nan,nan
10001873,八仙饮,nan,nan,《产科发蒙?附录》,赤白带下不止，阴门瘙痒。,nan,nan,nan,土茯苓、陈皮、茯苓、木通、当归、金银花、大黄、川芎各等分。,nan,nan,nan,nan,nan,nan,上药每服4钱，水2盏，煎1盏，温服。,nan,nan
